Drug Name,Drug ID,Disease Name,Disease ID,Inference Score,geneInferences,cluster
cetrorelix,C062876,Neoplasm Invasiveness,MESH:D009361,21.8,MAPK3,0
cetrorelix,C062876,Neoplasm Invasiveness,MESH:D009361,21.8,RELA,0
cetrorelix,C062876,Neoplasm Invasiveness,MESH:D009361,21.8,TGFB1,0
cetrorelix,C062876,"Cell Transformation, Neoplastic",MESH:D002471,15.94,BCL2,1
cetrorelix,C062876,"Cell Transformation, Neoplastic",MESH:D002471,15.94,IL6,1
cetrorelix,C062876,"Cell Transformation, Neoplastic",MESH:D002471,15.94,RELA,1
cetrorelix,C062876,"Cell Transformation, Neoplastic",MESH:D002471,15.94,STAT3,1
cetrorelix,C062876,"Cell Transformation, Neoplastic",MESH:D002471,15.94,TGFB1,1
cetrorelix,C062876,"Cell Transformation, Neoplastic",MESH:D002471,15.94,TP53,1
cetrorelix,C062876,Lymphatic Metastasis,MESH:D008207,4.01,STAT3,1
cetrorelix,C062876,Neoplasm Metastasis,MESH:D009362,24.82,CXCL12,3
cetrorelix,C062876,Neoplasm Metastasis,MESH:D009362,24.82,IGF1,3
cetrorelix,C062876,Neoplasm Metastasis,MESH:D009362,24.82,IL6,3
cetrorelix,C062876,Neoplasm Metastasis,MESH:D009362,24.82,MAPK1,3
cetrorelix,C062876,Neoplasm Metastasis,MESH:D009362,24.82,MAPK3,3
cetrorelix,C062876,Neoplasm Metastasis,MESH:D009362,24.82,STAT3,1
cetrorelix,C062876,Neoplasm Metastasis,MESH:D009362,24.82,TGFB1,3
cetrorelix,C062876,Neoplasm Metastasis,MESH:D009362,24.82,TP53,3
cetrorelix,C062876,Neoplasm Metastasis,MESH:D009362,24.82,VEGFA,3
cetrorelix,C062876,"Neoplasm Regression, Spontaneous",MESH:D009365,5.2,TGFB1,0
zileuton,C063449,"Cell Transformation, Neoplastic",MESH:D002471,7.92,CXCL8,1
zileuton,C063449,"Cell Transformation, Neoplastic",MESH:D002471,7.92,IL6,1
zileuton,C063449,"Cell Transformation, Neoplastic",MESH:D002471,7.92,MMP9,1
zileuton,C063449,"Cell Transformation, Neoplastic",MESH:D002471,7.92,OCLN,1
zileuton,C063449,"Neoplasm Recurrence, Local",MESH:D009364,3.19,PTGS2,4
zileuton,C063449,Neoplasm Metastasis,MESH:D009362,17.67,ALOX5,3
zileuton,C063449,Neoplasm Metastasis,MESH:D009362,17.67,IL6,3
zileuton,C063449,Neoplasm Metastasis,MESH:D009362,17.67,MAPK1,3
zileuton,C063449,Neoplasm Metastasis,MESH:D009362,17.67,MAPK3,3
zileuton,C063449,Neoplasm Metastasis,MESH:D009362,17.67,MMP9,3
zileuton,C063449,Neoplasm Metastasis,MESH:D009362,17.67,PTGS2,3
zileuton,C063449,Neoplasm Metastasis,MESH:D009362,17.67,SOX9,3
zileuton,C063449,Neoplasm Metastasis,MESH:D009362,17.67,TNF,3
zileuton,C063449,Neoplasm Invasiveness,MESH:D009361,24.69,ALOX5,0
zileuton,C063449,Neoplasm Invasiveness,MESH:D009361,24.69,CCL2,0
zileuton,C063449,Neoplasm Invasiveness,MESH:D009361,24.69,FTH1,0
zileuton,C063449,Neoplasm Invasiveness,MESH:D009361,24.69,IL1B,0
zileuton,C063449,Neoplasm Invasiveness,MESH:D009361,24.69,IL6,0
zileuton,C063449,Neoplasm Invasiveness,MESH:D009361,24.69,MAPK1,0
zileuton,C063449,Neoplasm Invasiveness,MESH:D009361,24.69,MAPK3,0
zileuton,C063449,Neoplasm Invasiveness,MESH:D009361,24.69,MMP9,0
zileuton,C063449,Neoplasm Invasiveness,MESH:D009361,24.69,SOX9,0
zileuton,C063449,Neoplasm Invasiveness,MESH:D009361,24.69,TNF,0
dofetilide,C063533,"Cell Transformation, Neoplastic",MESH:D002471,6.58,KCNH2,1
dofetilide,C063533,"Cell Transformation, Neoplastic",MESH:D002471,6.58,MMP9,1
dofetilide,C063533,Neoplasm Metastasis,MESH:D009362,3.2,MMP9,3
dofetilide,C063533,Neoplasm Invasiveness,MESH:D009361,6.4,MMP3,0
dofetilide,C063533,Neoplasm Invasiveness,MESH:D009361,6.4,MMP9,0
sarpogrelate,C064294,"Cell Transformation, Neoplastic",MESH:D002471,15.38,FOS,1
sarpogrelate,C064294,"Cell Transformation, Neoplastic",MESH:D002471,15.38,IL6,1
sarpogrelate,C064294,"Cell Transformation, Neoplastic",MESH:D002471,15.38,IRS1,1
sarpogrelate,C064294,"Cell Transformation, Neoplastic",MESH:D002471,15.38,JUN,1
sarpogrelate,C064294,"Cell Transformation, Neoplastic",MESH:D002471,15.38,SLC2A1,1
sarpogrelate,C064294,"Cell Transformation, Neoplastic",MESH:D002471,15.38,TGFB1,1
sarpogrelate,C064294,"Neoplasm Regression, Spontaneous",MESH:D009365,5.16,TGFB1,0
sarpogrelate,C064294,Neoplasm Metastasis,MESH:D009362,13.94,IL18,3
sarpogrelate,C064294,Neoplasm Metastasis,MESH:D009362,13.94,IL6,3
sarpogrelate,C064294,Neoplasm Metastasis,MESH:D009362,13.94,MAPK1,3
sarpogrelate,C064294,Neoplasm Metastasis,MESH:D009362,13.94,MAPK3,3
sarpogrelate,C064294,Neoplasm Metastasis,MESH:D009362,13.94,PTGS2,3
sarpogrelate,C064294,Neoplasm Metastasis,MESH:D009362,13.94,TGFB1,3
sarpogrelate,C064294,Lymphatic Metastasis,MESH:D008207,4.14,MTOR,0
sarpogrelate,C064294,"Neoplasm Recurrence, Local",MESH:D009364,3.35,PTGS2,4
sarpogrelate,C064294,Neoplasm Invasiveness,MESH:D009361,14.36,CCL2,0
sarpogrelate,C064294,Neoplasm Invasiveness,MESH:D009361,14.36,IL6,0
sarpogrelate,C064294,Neoplasm Invasiveness,MESH:D009361,14.36,MAPK1,0
sarpogrelate,C064294,Neoplasm Invasiveness,MESH:D009361,14.36,MAPK3,0
sarpogrelate,C064294,Neoplasm Invasiveness,MESH:D009361,14.36,SORL1,0
sarpogrelate,C064294,Neoplasm Invasiveness,MESH:D009361,14.36,TGFB1,0
trestolone,C064709,Neoplasm Metastasis,MESH:D009362,4.8,CYP19A1,3
O(6)-benzylguanine,C064976,Neoplasm Metastasis,MESH:D009362,16.83,ABCB1,3
O(6)-benzylguanine,C064976,Neoplasm Metastasis,MESH:D009362,16.83,MLH1,3
O(6)-benzylguanine,C064976,Neoplasm Metastasis,MESH:D009362,16.83,PMS2,3
O(6)-benzylguanine,C064976,Neoplasm Metastasis,MESH:D009362,16.83,RB1,3
O(6)-benzylguanine,C064976,Neoplasm Metastasis,MESH:D009362,16.83,TP53,3
O(6)-benzylguanine,C064976,Neoplasm Metastasis,MESH:D009362,16.83,TRP53,3
O(6)-benzylguanine,C064976,Lymphatic Metastasis,MESH:D008207,4.8,SFN,0
O(6)-benzylguanine,C064976,"Cell Transformation, Neoplastic",MESH:D002471,7.81,BCL2,1
O(6)-benzylguanine,C064976,"Cell Transformation, Neoplastic",MESH:D002471,7.81,TP53,1
O(6)-benzylguanine,C064976,"Cell Transformation, Neoplastic",MESH:D002471,7.81,TRP53,1
perospirone,C065533,"Cell Transformation, Neoplastic",MESH:D002471,3.73,KCNH2,1
icatibant,C065679,"Neoplasm Regression, Spontaneous",MESH:D009365,5.65,TGFB1,0
icatibant,C065679,"Neoplasm Recurrence, Local",MESH:D009364,3.83,PTGS2,4
icatibant,C065679,Neoplasm Metastasis,MESH:D009362,8.51,MAPK3,3
icatibant,C065679,Neoplasm Metastasis,MESH:D009362,8.51,PTGS2,3
icatibant,C065679,Neoplasm Metastasis,MESH:D009362,8.51,TGFB1,3
icatibant,C065679,Neoplasm Invasiveness,MESH:D009361,5.55,MAPK3,0
icatibant,C065679,Neoplasm Invasiveness,MESH:D009361,5.55,TGFB1,0
icatibant,C065679,"Cell Transformation, Neoplastic",MESH:D002471,5.97,MAPK8,1
icatibant,C065679,"Cell Transformation, Neoplastic",MESH:D002471,5.97,TGFB1,1
cilnidipine,C065927,Neoplasm Invasiveness,MESH:D009361,5.98,ESR1,0
cilnidipine,C065927,Neoplasm Invasiveness,MESH:D009361,5.98,TGFB1,0
cilnidipine,C065927,"Neoplasm Recurrence, Local",MESH:D009364,4.13,ESR1,4
cilnidipine,C065927,"Neoplasm Regression, Spontaneous",MESH:D009365,5.75,TGFB1,0
cilnidipine,C065927,Neoplasm Metastasis,MESH:D009362,5.86,ESR1,3
cilnidipine,C065927,Neoplasm Metastasis,MESH:D009362,5.86,TGFB1,3
cilnidipine,C065927,"Cell Transformation, Neoplastic",MESH:D002471,6.25,ESR1,1
cilnidipine,C065927,"Cell Transformation, Neoplastic",MESH:D002471,6.25,TGFB1,1
sertindole,C066304,"Cell Transformation, Neoplastic",MESH:D002471,3.77,KCNH2,1
efonidipine,C066425,Neoplasm Metastasis,MESH:D009362,3.64,ABCB1,3
butenafine,C067594,Neoplasm Metastasis,MESH:D009362,3.89,STAT1,3
butenafine,C067594,"Cell Transformation, Neoplastic",MESH:D002471,3.5,CXCL8,1
butenafine,C067594,Neoplasm Invasiveness,MESH:D009361,3.84,CCL5,2
eprosartan,C068373,Neoplasm Metastasis,MESH:D009362,4.81,AGTR1,3
liposomal amphotericin B,C068538,"Cell Transformation, Neoplastic",MESH:D002471,2.77,CXCL8,1
liposomal amphotericin B,C068538,Neoplasm Invasiveness,MESH:D009361,4.6,TIMP1,0
liposomal amphotericin B,C068538,Neoplasm Invasiveness,MESH:D009361,4.6,TNF,0
liposomal amphotericin B,C068538,Neoplasm Metastasis,MESH:D009362,6.86,LCN2,3
liposomal amphotericin B,C068538,Neoplasm Metastasis,MESH:D009362,6.86,SPP1,3
liposomal amphotericin B,C068538,Neoplasm Metastasis,MESH:D009362,6.86,TNF,3
raltitrexed,C068874,Neoplasm Invasiveness,MESH:D009361,3.6,ANXA2,0
raltitrexed,C068874,Neoplasm Metastasis,MESH:D009362,5.37,STAT1,3
raltitrexed,C068874,Neoplasm Metastasis,MESH:D009362,5.37,TP53,3
raltitrexed,C068874,"Cell Transformation, Neoplastic",MESH:D002471,2.91,TP53,1
raltitrexed,C068874,"Neoplasm Recurrence, Local",MESH:D009364,4.52,TYMS,4
valspodar,C070272,"Cell Transformation, Neoplastic",MESH:D002471,3.16,RELA,1
valspodar,C070272,Neoplasm Invasiveness,MESH:D009361,3.08,RELA,0
valspodar,C070272,Neoplasm Metastasis,MESH:D009362,3.31,ABCB1,3
repaglinide,C072379,"Cell Transformation, Neoplastic",MESH:D002471,3.23,CXCL8,1
A 771726,C072876,"Cell Transformation, Neoplastic",MESH:D002471,10.98,NFKB1,1
A 771726,C072876,"Cell Transformation, Neoplastic",MESH:D002471,10.98,RELA,1
A 771726,C072876,"Cell Transformation, Neoplastic",MESH:D002471,10.98,TGFB1,1
A 771726,C072876,"Cell Transformation, Neoplastic",MESH:D002471,10.98,TP53,1
A 771726,C072876,Neoplasm Metastasis,MESH:D009362,10.04,RB1,3
A 771726,C072876,Neoplasm Metastasis,MESH:D009362,10.04,TGFB1,3
A 771726,C072876,Neoplasm Metastasis,MESH:D009362,10.04,TNF,3
A 771726,C072876,Neoplasm Metastasis,MESH:D009362,10.04,TP53,3
A 771726,C072876,"Neoplasm Regression, Spontaneous",MESH:D009365,5.39,TGFB1,0
A 771726,C072876,Neoplasm Invasiveness,MESH:D009361,7.27,RELA,0
A 771726,C072876,Neoplasm Invasiveness,MESH:D009361,7.27,TGFB1,0
A 771726,C072876,Neoplasm Invasiveness,MESH:D009361,7.27,TNF,0
tepoxalin,C073135,"Cell Transformation, Neoplastic",MESH:D002471,3.41,IL6,1
tepoxalin,C073135,Neoplasm Metastasis,MESH:D009362,7.7,ALOX5,3
tepoxalin,C073135,Neoplasm Metastasis,MESH:D009362,7.7,IL6,3
tepoxalin,C073135,Neoplasm Invasiveness,MESH:D009361,7.81,ALOX5,0
tepoxalin,C073135,Neoplasm Invasiveness,MESH:D009361,7.81,IL6,0
ranitidine bismuth citrate,C073340,"Cell Transformation, Neoplastic",MESH:D002471,3.39,NOS2,1
ranitidine bismuth citrate,C073340,Neoplasm Metastasis,MESH:D009362,7.15,HRH2,3
ranitidine bismuth citrate,C073340,Neoplasm Metastasis,MESH:D009362,7.15,TNF,3
ranitidine bismuth citrate,C073340,Neoplasm Invasiveness,MESH:D009361,6.76,IL1B,0
ranitidine bismuth citrate,C073340,Neoplasm Invasiveness,MESH:D009361,6.76,TNF,0
eniluracil,C073482,Neoplasm Metastasis,MESH:D009362,4.67,DPYD,3
SR 48968,C073839,Neoplasm Invasiveness,MESH:D009361,2.99,IL1B,0
prulifloxacin,C074191,"Neoplasm Recurrence, Local",MESH:D009364,4.77,AR,4
prulifloxacin,C074191,Neoplasm Metastasis,MESH:D009362,3.8,ABCB1,3
grepafloxacin,C075375,"Cell Transformation, Neoplastic",MESH:D002471,3.82,KCNH2,1
terameprocol,C076852,Neoplasm Metastasis,MESH:D009362,20.45,ABCB1,3
terameprocol,C076852,Neoplasm Metastasis,MESH:D009362,20.45,CSF3,3
terameprocol,C076852,Neoplasm Metastasis,MESH:D009362,20.45,IL6,3
terameprocol,C076852,Neoplasm Metastasis,MESH:D009362,20.45,PTGS2,3
terameprocol,C076852,Neoplasm Metastasis,MESH:D009362,20.45,SP1,3
terameprocol,C076852,Neoplasm Metastasis,MESH:D009362,20.45,TNF,3
terameprocol,C076852,Neoplasm Invasiveness,MESH:D009361,25.41,CCL2,0
terameprocol,C076852,Neoplasm Invasiveness,MESH:D009361,25.41,CCL5,2
terameprocol,C076852,Neoplasm Invasiveness,MESH:D009361,25.41,IL6,0
terameprocol,C076852,Neoplasm Invasiveness,MESH:D009361,25.41,RELA,0
terameprocol,C076852,Neoplasm Invasiveness,MESH:D009361,25.41,SP1,0
terameprocol,C076852,Neoplasm Invasiveness,MESH:D009361,25.41,TIMP1,0
terameprocol,C076852,Neoplasm Invasiveness,MESH:D009361,25.41,TNF,0
terameprocol,C076852,"Cell Transformation, Neoplastic",MESH:D002471,9.4,IL6,1
terameprocol,C076852,"Cell Transformation, Neoplastic",MESH:D002471,9.4,RELA,1
terameprocol,C076852,"Cell Transformation, Neoplastic",MESH:D002471,9.4,SP1,1
terameprocol,C076852,"Neoplasm Recurrence, Local",MESH:D009364,3.86,PTGS2,4
terameprocol,C076852,"Neoplasm, Residual",MESH:D018365,6.11,CSF2,0
nitisinone,C077073,"Cell Transformation, Neoplastic",MESH:D002471,3.93,GCLC,1
nitisinone,C077073,Neoplasm Invasiveness,MESH:D009361,3.47,HMOX1,0
candesartan cilexetil,C077793,Neoplasm Invasiveness,MESH:D009361,6.65,IGF1,0
candesartan cilexetil,C077793,Neoplasm Invasiveness,MESH:D009361,6.65,SOD2,0
candesartan cilexetil,C077793,Neoplasm Invasiveness,MESH:D009361,6.65,TGFB1,0
candesartan cilexetil,C077793,"Neoplasm Regression, Spontaneous",MESH:D009365,5.25,TGFB1,0
candesartan cilexetil,C077793,"Cell Transformation, Neoplastic",MESH:D002471,13.12,BCL2,1
candesartan cilexetil,C077793,"Cell Transformation, Neoplastic",MESH:D002471,13.12,EDN1,1
candesartan cilexetil,C077793,"Cell Transformation, Neoplastic",MESH:D002471,13.12,NOS2,1
candesartan cilexetil,C077793,"Cell Transformation, Neoplastic",MESH:D002471,13.12,SOD2,1
candesartan cilexetil,C077793,"Cell Transformation, Neoplastic",MESH:D002471,13.12,TGFB1,1
candesartan cilexetil,C077793,Neoplasm Metastasis,MESH:D009362,15.14,AGTR1,3
candesartan cilexetil,C077793,Neoplasm Metastasis,MESH:D009362,15.14,AGTR2,3
candesartan cilexetil,C077793,Neoplasm Metastasis,MESH:D009362,15.14,IGF1,3
candesartan cilexetil,C077793,Neoplasm Metastasis,MESH:D009362,15.14,SOD2,3
candesartan cilexetil,C077793,Neoplasm Metastasis,MESH:D009362,15.14,TGFB1,3
candesartan cilexetil,C077793,Neoplasm Metastasis,MESH:D009362,15.14,TGFBR2,3
candesartan cilexetil,C077793,Lymphatic Metastasis,MESH:D008207,3.88,SOD2,0
alvocidib,C077990,"Neoplasm Recurrence, Local",MESH:D009364,10.2,H2AX,4
alvocidib,C077990,"Neoplasm Recurrence, Local",MESH:D009364,10.2,KIT,4
alvocidib,C077990,"Neoplasm Recurrence, Local",MESH:D009364,10.2,VEGFA,4
alvocidib,C077990,"Cell Transformation, Neoplastic",MESH:D002471,17.64,BCL2,1
alvocidib,C077990,"Cell Transformation, Neoplastic",MESH:D002471,17.64,CCND1,1
alvocidib,C077990,"Cell Transformation, Neoplastic",MESH:D002471,17.64,JUN,1
alvocidib,C077990,"Cell Transformation, Neoplastic",MESH:D002471,17.64,MAPK8,1
alvocidib,C077990,"Cell Transformation, Neoplastic",MESH:D002471,17.64,MDM2,1
alvocidib,C077990,"Cell Transformation, Neoplastic",MESH:D002471,17.64,STAT3,1
alvocidib,C077990,"Cell Transformation, Neoplastic",MESH:D002471,17.64,TGFB1,1
alvocidib,C077990,"Cell Transformation, Neoplastic",MESH:D002471,17.64,TP53,1
alvocidib,C077990,Neoplasm Metastasis,MESH:D009362,18.57,MAPK1,3
alvocidib,C077990,Neoplasm Metastasis,MESH:D009362,18.57,MAPK3,3
alvocidib,C077990,Neoplasm Metastasis,MESH:D009362,18.57,RB1,3
alvocidib,C077990,Neoplasm Metastasis,MESH:D009362,18.57,STAT3,1
alvocidib,C077990,Neoplasm Metastasis,MESH:D009362,18.57,TGFB1,3
alvocidib,C077990,Neoplasm Metastasis,MESH:D009362,18.57,TNF,3
alvocidib,C077990,Neoplasm Metastasis,MESH:D009362,18.57,TNFSF10,3
alvocidib,C077990,Neoplasm Metastasis,MESH:D009362,18.57,TP53,3
alvocidib,C077990,Neoplasm Metastasis,MESH:D009362,18.57,VEGFA,3
alvocidib,C077990,Carcinogenesis,MESH:D063646,4.28,ABL1,0
alvocidib,C077990,Lymphatic Metastasis,MESH:D008207,3.68,STAT3,1
alvocidib,C077990,Neoplasm Invasiveness,MESH:D009361,6.37,MAPK1,0
alvocidib,C077990,Neoplasm Invasiveness,MESH:D009361,6.37,MAPK3,0
alvocidib,C077990,Neoplasm Invasiveness,MESH:D009361,6.37,TGFB1,0
alvocidib,C077990,Neoplasm Invasiveness,MESH:D009361,6.37,TNF,0
alvocidib,C077990,"Neoplasm Regression, Spontaneous",MESH:D009365,4.86,TGFB1,0
rufinamide,C079703,Neoplasm Metastasis,MESH:D009362,8.56,CREB1,3
rufinamide,C079703,Neoplasm Metastasis,MESH:D009362,8.56,IGF1,3
rufinamide,C079703,Neoplasm Invasiveness,MESH:D009361,4.07,IGF1,0
rufinamide,C079703,"Cell Transformation, Neoplastic",MESH:D002471,4.43,IGF1R,1
trovafloxacin,C080163,"Neoplasm Recurrence, Local",MESH:D009364,8.89,EGFR,4
trovafloxacin,C080163,"Neoplasm Recurrence, Local",MESH:D009364,8.89,H2AX,4
trovafloxacin,C080163,"Neoplasm Recurrence, Local",MESH:D009364,8.89,IDH2,4
trovafloxacin,C080163,"Neoplasm Recurrence, Local",MESH:D009364,8.89,VEGFA,4
trovafloxacin,C080163,Lymphatic Metastasis,MESH:D008207,10.76,ANGPTL4,0
trovafloxacin,C080163,Lymphatic Metastasis,MESH:D008207,10.76,MT1A,0
trovafloxacin,C080163,Lymphatic Metastasis,MESH:D008207,10.76,SOD2,0
trovafloxacin,C080163,Lymphatic Metastasis,MESH:D008207,10.76,STAT3,1
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,ACTB,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,ANGPTL4,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,CCL2,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,EGFR,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,HMOX1,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,IL1B,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,IL6,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,MAPK1,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,MAPK3,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,MYD88,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,NME1,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,NOTCH2,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,PTEN,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,RELA,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,S100A11,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,SOD2,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,TGIF1,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,TKT,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,TNF,0
trovafloxacin,C080163,Neoplasm Invasiveness,MESH:D009361,29.52,UBQLN1,0
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,ANGPTL4,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,CYP19A1,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,DAPK1,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,EGFR,7
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,EIF4A2,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,ERP29,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,IL18,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,IL6,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,MAPK1,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,MAPK3,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,NME1,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,PTEN,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,RB1,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,SOD2,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,SRSF1,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,STAT3,1
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,TGIF1,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,TNF,3
trovafloxacin,C080163,Neoplasm Metastasis,MESH:D009362,25.97,VEGFA,3
trovafloxacin,C080163,"Cell Transformation, Neoplastic",MESH:D002471,21.0,ACTG1,1
trovafloxacin,C080163,"Cell Transformation, Neoplastic",MESH:D002471,21.0,ALDH1A1,1
trovafloxacin,C080163,"Cell Transformation, Neoplastic",MESH:D002471,21.0,CCND1,1
trovafloxacin,C080163,"Cell Transformation, Neoplastic",MESH:D002471,21.0,ERRFI1,1
trovafloxacin,C080163,"Cell Transformation, Neoplastic",MESH:D002471,21.0,FOS,1
trovafloxacin,C080163,"Cell Transformation, Neoplastic",MESH:D002471,21.0,GCLC,1
trovafloxacin,C080163,"Cell Transformation, Neoplastic",MESH:D002471,21.0,IL6,1
trovafloxacin,C080163,"Cell Transformation, Neoplastic",MESH:D002471,21.0,MDM2,1
trovafloxacin,C080163,"Cell Transformation, Neoplastic",MESH:D002471,21.0,MIR877,1
trovafloxacin,C080163,"Cell Transformation, Neoplastic",MESH:D002471,21.0,MYD88,1
trovafloxacin,C080163,"Cell Transformation, Neoplastic",MESH:D002471,21.0,PTEN,1
trovafloxacin,C080163,"Cell Transformation, Neoplastic",MESH:D002471,21.0,RELA,1
trovafloxacin,C080163,"Cell Transformation, Neoplastic",MESH:D002471,21.0,SOD2,1
trovafloxacin,C080163,"Cell Transformation, Neoplastic",MESH:D002471,21.0,STAT3,1
trovafloxacin,C080163,"Cell Transformation, Neoplastic",MESH:D002471,21.0,TNFAIP3,1
dapoxetine,C080598,Neoplasm Metastasis,MESH:D009362,6.68,PTGS2,3
dapoxetine,C080598,Neoplasm Metastasis,MESH:D009362,6.68,TNF,3
dapoxetine,C080598,Neoplasm Invasiveness,MESH:D009361,2.99,TNF,0
dapoxetine,C080598,"Neoplasm Recurrence, Local",MESH:D009364,10.32,AR,4
dapoxetine,C080598,"Neoplasm Recurrence, Local",MESH:D009364,10.32,PTGS2,4
dapoxetine,C080598,"Cell Transformation, Neoplastic",MESH:D002471,7.18,BCL2,1
dapoxetine,C080598,"Cell Transformation, Neoplastic",MESH:D002471,7.18,NOS2,1
satraplatin,C081294,Neoplasm Invasiveness,MESH:D009361,3.66,CYP2E1,0
candesartan,C081643,Neoplasm Metastasis,MESH:D009362,34.8,ACE,3
candesartan,C081643,Neoplasm Metastasis,MESH:D009362,34.8,AGTR1,3
candesartan,C081643,Neoplasm Metastasis,MESH:D009362,34.8,AGTR2,3
candesartan,C081643,Neoplasm Metastasis,MESH:D009362,34.8,ID1,3
candesartan,C081643,Neoplasm Metastasis,MESH:D009362,34.8,IL6,3
candesartan,C081643,Neoplasm Metastasis,MESH:D009362,34.8,MAPK1,3
candesartan,C081643,Neoplasm Metastasis,MESH:D009362,34.8,MAPK3,3
candesartan,C081643,Neoplasm Metastasis,MESH:D009362,34.8,MMP9,3
candesartan,C081643,Neoplasm Metastasis,MESH:D009362,34.8,NPPA,3
candesartan,C081643,Neoplasm Metastasis,MESH:D009362,34.8,PTGS2,3
candesartan,C081643,Neoplasm Metastasis,MESH:D009362,34.8,SOD2,3
candesartan,C081643,Neoplasm Metastasis,MESH:D009362,34.8,TGFB1,3
candesartan,C081643,Neoplasm Metastasis,MESH:D009362,34.8,TNF,3
candesartan,C081643,Neoplasm Metastasis,MESH:D009362,34.8,TP53,3
candesartan,C081643,Neoplasm Metastasis,MESH:D009362,34.8,VEGFA,3
candesartan,C081643,"Neoplasm Regression, Spontaneous",MESH:D009365,4.77,TGFB1,0
candesartan,C081643,"Neoplasm Recurrence, Local",MESH:D009364,6.03,PTGS2,4
candesartan,C081643,"Neoplasm Recurrence, Local",MESH:D009364,6.03,VEGFA,4
candesartan,C081643,Lymphatic Metastasis,MESH:D008207,3.41,SOD2,0
candesartan,C081643,"Cell Transformation, Neoplastic",MESH:D002471,25.14,CXCL8,1
candesartan,C081643,"Cell Transformation, Neoplastic",MESH:D002471,25.14,FOS,1
candesartan,C081643,"Cell Transformation, Neoplastic",MESH:D002471,25.14,IL6,1
candesartan,C081643,"Cell Transformation, Neoplastic",MESH:D002471,25.14,MAPK8,1
candesartan,C081643,"Cell Transformation, Neoplastic",MESH:D002471,25.14,MMP9,1
candesartan,C081643,"Cell Transformation, Neoplastic",MESH:D002471,25.14,NCF1,1
candesartan,C081643,"Cell Transformation, Neoplastic",MESH:D002471,25.14,NOS2,1
candesartan,C081643,"Cell Transformation, Neoplastic",MESH:D002471,25.14,RELA,1
candesartan,C081643,"Cell Transformation, Neoplastic",MESH:D002471,25.14,SOD2,1
candesartan,C081643,"Cell Transformation, Neoplastic",MESH:D002471,25.14,TGFB1,1
candesartan,C081643,"Cell Transformation, Neoplastic",MESH:D002471,25.14,TP53,1
candesartan,C081643,Neoplasm Invasiveness,MESH:D009361,23.27,CCL2,0
candesartan,C081643,Neoplasm Invasiveness,MESH:D009361,23.27,IL1B,0
candesartan,C081643,Neoplasm Invasiveness,MESH:D009361,23.27,IL6,0
candesartan,C081643,Neoplasm Invasiveness,MESH:D009361,23.27,MAPK1,0
candesartan,C081643,Neoplasm Invasiveness,MESH:D009361,23.27,MAPK3,0
