Drug Name,Drug ID,Disease Name,Disease ID,Inference Score,geneInferences,cluster
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,SIRT1,0
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,SLC7A11,0
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,SOD2,0
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,SOX9,0
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,SREBF2,0
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,SRSF1,0
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,STAT3,0
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,TFPI2,0
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,TGFB1,0
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,TNF,3
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,TNFAIP8,0
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,TPM4,0
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,TWIST1,0
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,TXN,0
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,VEGFA,0
Sunitinib,D000077210,Neoplasm Metastasis,MESH:D009362,26.02,YAP1,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,AR,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,CHST14,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,CREB3L4,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,EGFR,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,ESR1,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,GNAI2,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,H2AX,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,IDH1,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,IDH2,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,ISL1,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,ITSN2,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,KIT,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,LIMD2,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,LTBP4,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,PAQR4,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,PLAU,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,TPD52,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,TYMS,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,VEGFA,0
Sunitinib,D000077210,"Neoplasm Recurrence, Local",MESH:D009364,20.19,YWHAZ,0
Zoledronic Acid,D000077211,Anaplasia,MESH:D000708,3.71,HIF1A,0
Zoledronic Acid,D000077211,Carcinogenesis,MESH:D063646,4.05,KRAS,0
Zoledronic Acid,D000077211,Carcinogenesis,MESH:D063646,4.05,NFE2L2,0
Zoledronic Acid,D000077211,Carcinogenesis,MESH:D063646,4.05,TNFSF8,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,ADAMTS1,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,AHR,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,ALOX5,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,ANXA2,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,AXL,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,CCL2,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,CFL1,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,CTSB,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,CTSS,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,CTU2,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,CXCL12,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,CXCR4,1
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,FN1,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,FTH1,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,HIF1A,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,HMOX1,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,HRAS,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,ID4,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,IGF1,2
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,IL1B,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,IL6,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,IREB2,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,MAPK1,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,MAPK3,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,MMP2,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,MMP9,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,MT2A,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,NEK2,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,NFE2L2,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,NRG1,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,PLAU,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,PTK2,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,RHOA,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,SLC39A10,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,SOD2,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,SOX9,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,SP1,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,TGFB1,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,TIMP1,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,TNF,3
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,UBQLN1,0
Zoledronic Acid,D000077211,Neoplasm Invasiveness,MESH:D009361,36.72,VIM,0
Zoledronic Acid,D000077211,"Neoplasm Recurrence, Local",MESH:D009364,13.43,H2AX,0
Zoledronic Acid,D000077211,"Neoplasm Recurrence, Local",MESH:D009364,13.43,IDH2,0
Zoledronic Acid,D000077211,"Neoplasm Recurrence, Local",MESH:D009364,13.43,IDO1,0
Zoledronic Acid,D000077211,"Neoplasm Recurrence, Local",MESH:D009364,13.43,KIT,0
Zoledronic Acid,D000077211,"Neoplasm Recurrence, Local",MESH:D009364,13.43,PLAU,0
Zoledronic Acid,D000077211,"Neoplasm Recurrence, Local",MESH:D009364,13.43,PTGS2,0
Zoledronic Acid,D000077211,"Neoplasm Recurrence, Local",MESH:D009364,13.43,SOX2,0
Zoledronic Acid,D000077211,"Neoplasm Recurrence, Local",MESH:D009364,13.43,VEGFA,0
Zoledronic Acid,D000077211,"Neoplasm Recurrence, Local",MESH:D009364,13.43,YWHAZ,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,AKR1C2,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,BCL2,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,CCND1,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,CD34,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,CXCL8,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,CXCR4,1
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,EDN1,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,FN1,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,FOS,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,HIF1A,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,HRAS,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,IL6,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,KRAS,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,KRT15,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,MAPK8,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,MMP9,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,NOS2,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,NRG1,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,PHGDH,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,PROM1,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,PTK2,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,RAC1,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,SLC16A1,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,SLC40A1,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,SOD2,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,SP1,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,STAT3,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,TFRC,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,TGFB1,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,TNFAIP3,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,TP53,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,TSC22D1,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,VIM,0
Zoledronic Acid,D000077211,"Cell Transformation, Neoplastic",MESH:D002471,29.08,WNT5A,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,AHR,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,ALOX5,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,ARHGDIA,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,AXL,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,CCL20,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,CD44,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,CFL1,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,CTU2,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,CXCL12,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,CXCR4,1
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,DAPK1,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,EML4,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,ETV4,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,EZR,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,FADD,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,GDF15,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,GJB1,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,IBSP,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,ID1,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,IGF1,2
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,IL2,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,IL6,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,KRAS,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,LCN2,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,LLGL2,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,MAPK1,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,MAPK3,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,MMP10,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,MMP2,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,MMP9,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,NFE2L2,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,PDE5A,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,PLAU,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,PTGS2,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,RAC1,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,RHOC,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,SERPINA1,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,SOD2,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,SOX9,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,SP1,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,STAT1,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,STAT3,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,TFPI2,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,TGFB1,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,TNF,3
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,TNFAIP8,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,TP53,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,TYMP,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,VEGFA,0
Zoledronic Acid,D000077211,Neoplasm Metastasis,MESH:D009362,47.71,VIM,0
Zoledronic Acid,D000077211,"Neoplasm Regression, Spontaneous",MESH:D009365,8.04,TGFB1,0
Zoledronic Acid,D000077211,"Neoplasm Regression, Spontaneous",MESH:D009365,8.04,TNFSF8,0
Zoledronic Acid,D000077211,Lymphatic Metastasis,MESH:D008207,4.25,MT1A,0
Zoledronic Acid,D000077211,Lymphatic Metastasis,MESH:D008207,4.25,SOD2,0
Zoledronic Acid,D000077211,Lymphatic Metastasis,MESH:D008207,4.25,STAT3,0
Zoledronic Acid,D000077211,"Neoplasm, Residual",MESH:D018365,7.91,CSF2,0
Zoledronic Acid,D000077211,"Neoplasm, Residual",MESH:D018365,7.91,IL2,0
Zoledronic Acid,D000077211,Neoplastic Processes,MESH:D009385,6.79,ERG,0
Zoledronic Acid,D000077211,Neoplastic Processes,MESH:D009385,6.79,ETV4,0
Zoledronic Acid,D000077211,Neoplastic Processes,MESH:D009385,6.79,HRAS,0
Ropivacaine,D000077212,Neoplasm Metastasis,MESH:D009362,2.21,TNF,3
Ropivacaine,D000077212,Neoplasm Invasiveness,MESH:D009361,2.24,TNF,3
Ropivacaine,D000077212,"Cell Transformation, Neoplastic",MESH:D002471,2.51,BCL2,0
Lamotrigine,D000077213,Neoplasm Metastasis,MESH:D009362,4.67,ABCB1,0
Lamotrigine,D000077213,Neoplasm Metastasis,MESH:D009362,4.67,CYP19A1,0
Lamotrigine,D000077213,Neoplasm Metastasis,MESH:D009362,4.67,MIR155,0
Lamotrigine,D000077213,"Cell Transformation, Neoplastic",MESH:D002471,9.33,BCL2,0
Lamotrigine,D000077213,"Cell Transformation, Neoplastic",MESH:D002471,9.33,KCNH2,0
Lamotrigine,D000077213,"Cell Transformation, Neoplastic",MESH:D002471,9.33,MIR155,0
Lamotrigine,D000077213,"Cell Transformation, Neoplastic",MESH:D002471,9.33,MIR21,0
Lamotrigine,D000077213,"Cell Transformation, Neoplastic",MESH:D002471,9.33,NOS2,0
Lamotrigine,D000077213,Neoplasm Invasiveness,MESH:D009361,4.9,CYP2E1,0
Lamotrigine,D000077213,Neoplasm Invasiveness,MESH:D009361,4.9,MIR155,0
Lamotrigine,D000077213,Neoplasm Invasiveness,MESH:D009361,4.9,MIR21,0
Vinorelbine,D000077235,Neoplasm Metastasis,MESH:D009362,4.16,PTGS2,0
Vinorelbine,D000077235,Neoplasm Metastasis,MESH:D009362,4.16,TGFB1,0
Vinorelbine,D000077235,Neoplasm Metastasis,MESH:D009362,4.16,TNF,3
Vinorelbine,D000077235,Carcinogenesis,MESH:D063646,3.86,CDKN2A,0
Vinorelbine,D000077235,Lymphatic Metastasis,MESH:D008207,3.93,CDKN2A,0
Vinorelbine,D000077235,"Neoplasm Recurrence, Local",MESH:D009364,3.02,PTGS2,0
Vinorelbine,D000077235,Neoplasm Invasiveness,MESH:D009361,4.41,CDKN2A,0
Vinorelbine,D000077235,Neoplasm Invasiveness,MESH:D009361,4.41,TGFB1,0
Vinorelbine,D000077235,Neoplasm Invasiveness,MESH:D009361,4.41,TNF,3
Vinorelbine,D000077235,"Neoplasm Regression, Spontaneous",MESH:D009365,4.81,TGFB1,0
Vinorelbine,D000077235,"Cell Transformation, Neoplastic",MESH:D002471,2.49,TGFB1,0
Topiramate,D000077236,"Cell Transformation, Neoplastic",MESH:D002471,5.53,GSK3B,0
Topiramate,D000077236,"Cell Transformation, Neoplastic",MESH:D002471,5.53,KCNH2,0
Topiramate,D000077236,"Cell Transformation, Neoplastic",MESH:D002471,5.53,NOS2,0
Topiramate,D000077236,"Cell Transformation, Neoplastic",MESH:D002471,5.53,SLC16A1,0
Topiramate,D000077236,"Neoplasm Recurrence, Local",MESH:D009364,3.92,GNAI2,0
Topiramate,D000077236,Neoplasm Metastasis,MESH:D009362,3.61,ABCB1,0
Topiramate,D000077236,Neoplasm Metastasis,MESH:D009362,3.61,CREB1,0
Topiramate,D000077236,Neoplasm Metastasis,MESH:D009362,3.61,IGF1,2
Topiramate,D000077236,Neoplasm Invasiveness,MESH:D009361,3.29,CHRNA7,0
Topiramate,D000077236,Neoplasm Invasiveness,MESH:D009361,3.29,IGF1,2
Arsenic Trioxide,D000077237,Neoplastic Processes,MESH:D009385,4.75,ETV4,0
Arsenic Trioxide,D000077237,Neoplastic Processes,MESH:D009385,4.75,EWSR1,0
Arsenic Trioxide,D000077237,Neoplastic Processes,MESH:D009385,4.75,HRAS,0
Arsenic Trioxide,D000077237,Neoplasm Seeding,MESH:D009366,3.71,CDH1,0
Arsenic Trioxide,D000077237,Carcinogenesis,MESH:D063646,9.87,ABL1,0
Arsenic Trioxide,D000077237,Carcinogenesis,MESH:D063646,9.87,BRAF,0
Arsenic Trioxide,D000077237,Carcinogenesis,MESH:D063646,9.87,CAV1,0
Arsenic Trioxide,D000077237,Carcinogenesis,MESH:D063646,9.87,CDKN2A,0
Arsenic Trioxide,D000077237,Carcinogenesis,MESH:D063646,9.87,MIR143,0
Arsenic Trioxide,D000077237,Carcinogenesis,MESH:D063646,9.87,MIR203A,0
Arsenic Trioxide,D000077237,Carcinogenesis,MESH:D063646,9.87,NFE2L2,0
Arsenic Trioxide,D000077237,Carcinogenesis,MESH:D063646,9.87,PAFAH1B1,0
Arsenic Trioxide,D000077237,Carcinogenesis,MESH:D063646,9.87,TNFSF8,0
Arsenic Trioxide,D000077237,Lymphatic Metastasis,MESH:D008207,17.9,ANXA1,0
Arsenic Trioxide,D000077237,Lymphatic Metastasis,MESH:D008207,17.9,AQP3,0
Arsenic Trioxide,D000077237,Lymphatic Metastasis,MESH:D008207,17.9,BRAF,0
Arsenic Trioxide,D000077237,Lymphatic Metastasis,MESH:D008207,17.9,CCNH,0
Arsenic Trioxide,D000077237,Lymphatic Metastasis,MESH:D008207,17.9,CDKN2A,0
Arsenic Trioxide,D000077237,Lymphatic Metastasis,MESH:D008207,17.9,LRRC59,0
Arsenic Trioxide,D000077237,Lymphatic Metastasis,MESH:D008207,17.9,MET,0
Arsenic Trioxide,D000077237,Lymphatic Metastasis,MESH:D008207,17.9,MT1A,0
Arsenic Trioxide,D000077237,Lymphatic Metastasis,MESH:D008207,17.9,MTOR,0
Arsenic Trioxide,D000077237,Lymphatic Metastasis,MESH:D008207,17.9,SFN,0
Arsenic Trioxide,D000077237,Lymphatic Metastasis,MESH:D008207,17.9,SOD2,0
Arsenic Trioxide,D000077237,Lymphatic Metastasis,MESH:D008207,17.9,STAT3,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,ACTG1,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,AKR1C1,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,AKR1C2,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,AKR1C3,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,ALDH1A1,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,ARL6IP5,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,BCL2,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,BRCA1,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,CAT,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,CCL18,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,CCND1,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,CD34,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,CDH1,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,CLDN1,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,CTBP2,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,CTNNB1,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,CXCL8,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,CXCR4,1
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,EDN1,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,EGF,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,EHMT2,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,EIF3I,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,ERRFI1,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,ESR1,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,EZH2,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,FN1,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,FOS,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,GCLC,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,GSK3B,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,HIF1A,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,HRAS,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,IGF1R,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,IL6,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,IRS1,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,JUN,4
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,KCNH2,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,KRT14,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,KRT19,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,LGALS3,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,MAPK8,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,MDM2,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,MIR143,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,MIR146A,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,MIR155,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,MIR15B,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,MIR191,0
Arsenic Trioxide,D000077237,"Cell Transformation, Neoplastic",MESH:D002471,84.2,MIR21,0
